symbol,name,price,market_cap,revenue_ttm,net_income_ttm,shares_out,eps_ttm,pe_ratio,forward_pe,dividend,ex_dividend_date,volume,open,previous_close,days_range,52_week_range,beta,analysts,price_target,earnings_date,industry,sector,ipo_date,stock_exchange,employees,website
KKR,KKR & Co. Inc.,150.02,133.25B,27.82B,2.99B,888.23M,3.22,46.54,26.53,$0.70 (0.47%),"Nov 4, 2024","2,246,832",149.83,150.52,148.09 - 151.45,66.11 - 156.54,1.61,Strong Buy,147.00 (-2.01%),"Oct 24, 2024",Asset Management,Financials,"Jul 15, 2010",NYSE,"4,490",https://www.kkr.com
C,Citigroup Inc.,68.76,130.04B,69.31B,6.70B,1.89B,3.48,19.73,10.19,$2.24 (3.26%),"Nov 4, 2024","15,372,677",68.00,68.15,67.89 - 68.96,44.56 - 70.20,1.43,Buy,73.80 (+7.33%),"Oct 15, 2024",Banks - Diversified,Financials,1812,NYSE,"239,000",https://www.citigroup.com
COP,ConocoPhillips,112.32,129.27B,56.92B,9.92B,1.15B,8.44,13.31,14.66,$3.12 (2.78%),"Nov 8, 2024","4,119,434",112.68,112.92,111.89 - 114.05,101.30 - 135.18,1.22,Buy,137.38 (+22.31%),"Oct 31, 2024",Oil & Gas Exploration & Production,Energy,1917,NYSE,"9,900",https://www.conocophillips.com
BSX,Boston Scientific Corporation,86.99,128.21B,15.91B,1.79B,1.47B,1.21,71.96,32.30,n/a,n/a,"6,420,663",87.12,87.59,86.01 - 87.80,53.93 - 89.30,0.80,Strong Buy,93.73 (+7.75%),"Oct 23, 2024",Medical Devices,Healthcare,"May 18, 1992",NYSE,"48,000",https://www.bostonscientific.com
LMT,Lockheed Martin Corporation,534.83,126.77B,71.30B,6.68B,237.04M,27.67,19.33,19.68,$13.20 (2.47%),"Dec 2, 2024","1,756,862",537.87,538.99,531.42 - 542.54,413.92 - 618.95,0.48,Buy,622.45 (+16.38%),"Oct 22, 2024",Aerospace & Defense,Industrials,1912,NYSE,"122,000",https://www.lockheedmartin.com
PANW,"Palo Alto Networks, Inc.",387.00,126.65B,8.03B,2.58B,327.25M,7.28,53.16,61.66,n/a,n/a,"2,195,706",387.72,394.39,385.57 - 392.50,242.98 - 408.53,1.12,Buy,385.82 (-0.3%),"Nov 20, 2024",Software - Infrastructure,Technology,"Jul 20, 2012",NASDAQ,"13,948",https://www.paloaltonetworks.com
ADP,"Automatic Data Processing, Inc.",297.64,121.28B,19.52B,3.85B,407.46M,9.36,31.80,29.45,$5.60 (1.88%),"Sep 13, 2024","1,308,270",301.93,301.99,297.07 - 301.95,227.12 - 309.37,0.79,Hold,289.91 (-2.6%),"Oct 30, 2024",Software - Application,Technology,1949,NASDAQ,"64,000",https://www.adp.com
FI,"Fiserv, Inc.",210.92,120.00B,20.12B,3.06B,568.92M,5.19,40.64,21.49,n/a,n/a,"2,279,312",210.47,210.85,208.89 - 211.24,121.87 - 215.50,0.92,Buy,204.92 (-2.84%),"Oct 22, 2024",Information Technology Services,Technology,"Sep 25, 1986",NYSE,"42,000",https://www.fiserv.com
VRTX,Vertex Pharmaceuticals Incorporated,465.70,119.93B,10.63B,-479.80M,257.53M,-1.86,n/a,25.78,n/a,n/a,"2,550,096",478.56,483.96,458.10 - 479.94,342.64 - 519.88,0.39,Buy,513.58 (+10.28%),"Nov 4, 2024",Biotechnology,Healthcare,"Jul 24, 1991",NASDAQ,"5,400",https://www.vrtx.com
ANET,"Arista Networks, Inc.",374.39,117.91B,6.61B,2.66B,314.94M,8.33,44.95,40.00,n/a,n/a,"3,007,038",383.89,385.95,372.25 - 383.89,210.69 - 431.97,1.08,Buy,385.67 (+3.01%),"Nov 7, 2024",Computer Hardware,Technology,"Jun 6, 2014",NYSE,"4,023",https://www.arista.com
CB,Chubb Limited,288.00,116.09B,54.70B,10.00B,403.10M,24.43,11.79,12.73,$3.64 (1.26%),"Sep 13, 2024","1,794,687",286.89,286.93,286.89 - 291.08,216.91 - 302.05,0.68,Buy,289.00 (+0.35%),"Oct 29, 2024",Insurance - Property & Casualty,Financials,"Mar 24, 1993",NYSE,"40,000",https://www.chubb.com/us-en
UPS,"United Parcel Service, Inc.",134.07,114.41B,90.69B,5.67B,853.37M,6.62,20.25,15.75,$6.52 (4.86%),"Aug 19, 2024","3,335,316",132.28,132.64,132.28 - 134.11,123.12 - 163.82,0.98,Buy,151.00 (+12.63%),"Oct 24, 2024",Integrated Freight & Logistics,Industrials,"Nov 10, 1999",NYSE,"500,000",https://www.ups.com
NKE,"NIKE, Inc.",76.66,114.11B,50.01B,5.30B,1.49B,3.49,21.95,26.83,$1.48 (1.93%),"Sep 3, 2024","11,549,172",76.00,75.68,75.62 - 77.65,70.75 - 123.39,1.03,Buy,97.97 (+27.8%),"Dec 19, 2024",Footwear & Accessories,Consumer Discretionary,"Dec 12, 1980",NYSE,"79,400",https://www.nike.com
BMY,Bristol-Myers Squibb Company,56.22,114.02B,47.44B,-7.26B,2.03B,-3.58,n/a,7.99,$2.40 (4.27%),"Oct 4, 2024","21,257,428",58.16,58.50,55.82 - 58.36,39.35 - 61.08,0.44,Hold,53.92 (-4.09%),"Oct 31, 2024",Drug Manufacturers - General,Healthcare,1887,NYSE,"34,100",https://www.bms.com
MDT,Medtronic plc,87.53,112.25B,32.58B,3.93B,1.28B,2.97,29.48,15.75,$2.80 (3.20%),"Sep 27, 2024","6,417,026",85.47,86.00,85.01 - 87.57,74.41 - 92.68,0.85,Hold,94.07 (+7.47%),"Nov 19, 2024",Medical Devices,Healthcare,1949,NYSE,"95,000",https://www.medtronic.com
SBUX,Starbucks Corporation,98.42,111.56B,36.18B,3.76B,1.13B,3.31,29.76,31.56,$2.44 (2.48%),"Nov 15, 2024","8,067,221",99.10,98.62,97.99 - 100.22,71.55 - 107.50,0.96,Buy,102.88 (+4.53%),"Oct 30, 2024",Restaurants,Consumer Discretionary,"Jun 26, 1992",NASDAQ,"381,000",https://www.starbucks.com
GILD,"Gilead Sciences, Inc.",88.40,110.17B,28.30B,126.00M,1.25B,0.10,874.36,12.05,$3.08 (3.48%),"Dec 13, 2024","11,453,515",91.71,92.11,88.21 - 91.98,62.07 - 98.90,0.19,Buy,93.77 (+6.08%),"Nov 6, 2024",Drug Manufacturers - General,Healthcare,"Jan 22, 1992",NASDAQ,"18,000",https://www.gilead.com
DE,Deere & Company,398.95,109.15B,55.96B,8.22B,273.60M,29.34,13.60,19.12,$5.88 (1.47%),"Sep 30, 2024","938,645",392.67,394.64,390.00 - 399.57,340.20 - 420.47,0.93,Buy,421.63 (+5.69%),"Nov 21, 2024",Farm & Heavy Construction Machinery,Industrials,1837,NYSE,"83,000",https://www.deere.com
MMC,"Marsh & McLennan Companies, Inc.",222.14,109.10B,23.95B,4.03B,491.12M,8.11,27.40,24.25,$3.26 (1.47%),"Oct 4, 2024","1,923,034",221.10,221.50,220.56 - 222.83,184.28 - 232.32,0.94,Hold,223.56 (+0.64%),"Oct 17, 2024",Insurance Brokers,Financials,1871,NYSE,"85,000",https://www.mmc.com
PLD,"Prologis, Inc.",113.42,106.84B,8.24B,3.08B,941.98M,3.31,34.26,40.96,$3.84 (3.39%),"Sep 16, 2024","2,818,591",114.36,114.75,112.67 - 114.98,101.11 - 137.52,1.09,Buy,131.33 (+15.79%),"Oct 16, 2024",REIT - Industrial,Real Estate,"Mar 1, 1994",NYSE,"2,574",https://www.prologis.com
MU,"Micron Technology, Inc.",96.34,106.82B,25.11B,778.00M,1.11B,0.70,137.63,10.83,$0.46 (0.48%),"Oct 7, 2024","18,402,075",97.55,99.18,95.64 - 98.20,72.93 - 157.54,1.18,Strong Buy,146.28 (+51.84%),"Dec 18, 2024",Semiconductors,Technology,1978,NASDAQ,"48,000",https://www.micron.com
INTC,Intel Corporation,24.35,105.02B,54.25B,-15.96B,4.31B,-3.76,n/a,34.73,n/a,"Aug 7, 2024","53,014,228",24.81,25.03,24.24 - 24.82,18.51 - 51.28,1.02,Hold,30.31 (+24.48%),"Oct 31, 2024",Semiconductors,Technology,1968,NASDAQ,"124,800",https://www.intel.com
BA,The Boeing Company,140.19,104.80B,73.29B,-7.98B,747.58M,-12.99,n/a,n/a,n/a,n/a,"10,492,272",138.14,138.14,137.03 - 140.32,137.03 - 267.54,1.57,Buy,196.05 (+39.85%),"Oct 23, 2024",Aerospace & Defense,Industrials,1916,NYSE,"171,000",https://www.boeing.com
ADI,"Analog Devices, Inc.",206.35,102.45B,9.70B,1.66B,496.49M,3.31,62.32,29.77,$3.68 (1.78%),"Sep 3, 2024","3,880,724",208.77,212.24,205.41 - 210.38,179.44 - 244.14,1.08,Buy,247.68 (+20.03%),"Nov 26, 2024",Semiconductors,Technology,"Apr 3, 1972",NASDAQ,"26,000",https://www.analog.com
SO,The Southern Company,87.93,96.34B,26.43B,4.72B,1.10B,4.29,20.49,20.47,$2.88 (3.28%),"Nov 18, 2024","3,304,874",86.67,86.78,86.67 - 88.00,65.80 - 94.45,0.51,Buy,86.94 (-1.13%),"Oct 31, 2024",Utilities - Regulated Electric,Utilities,1945,NYSE,"28,100",https://www.southerncompany.com
SHW,The Sherwin-Williams Company,378.99,95.12B,23.05B,2.56B,250.99M,10.03,37.77,30.50,$2.86 (0.75%),"Nov 15, 2024","1,265,006",385.70,387.75,378.80 - 388.65,268.29 - 392.57,1.17,Buy,395.29 (+4.3%),"Oct 22, 2024",Specialty Chemicals,Materials,1866,NYSE,"64,088",https://www.sherwin-williams.com
MO,"Altria Group, Inc.",55.93,94.79B,20.36B,10.26B,1.69B,5.91,9.47,10.49,$4.08 (7.30%),"Sep 16, 2024","8,195,678",55.55,55.39,55.53 - 56.32,39.25 - 56.32,0.67,Hold,51.33 (-8.22%),"Oct 31, 2024",Tobacco,Consumer Staples,1822,NYSE,"6,400",https://www.altria.com
ELV,"Elevance Health, Inc.",400.69,92.93B,174.02B,6.42B,231.92M,27.42,14.62,12.06,$6.52 (1.63%),"Dec 5, 2024","2,615,920",405.00,407.04,398.69 - 408.58,397.98 - 567.26,0.85,Strong Buy,543.07 (+35.53%),"Oct 17, 2024",Healthcare Plans,Healthcare,1944,NYSE,"104,900",https://www.elevancehealth.com
DELL,Dell Technologies Inc.,131.64,92.41B,91.84B,3.97B,702.00M,5.44,24.22,14.88,$1.78 (1.35%),"Oct 22, 2024","4,977,962",133.29,134.43,130.76 - 133.87,67.51 - 179.70,0.95,Buy,143.25 (+8.82%),"Nov 26, 2024",Computer Hardware,Technology,"Jun 22, 1988",NYSE,"120,000",https://www.dell.com
AMT,American Tower Corporation,196.45,91.80B,11.17B,1.11B,467.29M,2.37,47.31,27.66,$6.48 (3.30%),"Oct 9, 2024","2,587,216",195.00,194.77,193.75 - 196.73,170.46 - 243.56,0.84,Buy,235.71 (+19.99%),"Oct 29, 2024",REIT - Specialty,Real Estate,"Jun 5, 1998",NYSE,"5,643",https://www.americantower.com
TT,Trane Technologies plc,407.49,91.69B,19.39B,2.47B,225.02M,10.77,37.36,33.17,$3.36 (0.82%),"Dec 6, 2024","958,443",402.54,410.12,401.37 - 407.72,221.22 - 421.78,1.22,Buy,383.80 (-5.81%),"Oct 30, 2024",Building Products & Equipment,Industrials,1885,NYSE,"40,000",https://www.tranetechnologies.com
GEV,GE Vernova Inc.,329.76,90.90B,34.42B,1.27B,275.65M,4.59,71.84,51.33,n/a,n/a,"2,930,391",325.10,326.04,325.10 - 339.24,119.00 - 349.79,n/a,Buy,283.32 (-14.08%),"Nov 26, 2024",Utilities - Renewable,Utilities,2023,NYSE,"80,000",https://www.gevernova.com
LRCX,Lam Research Corporation,70.05,90.13B,15.59B,4.06B,1.29B,3.09,22.67,19.18,$0.92 (1.31%),"Sep 17, 2024","14,561,459",71.66,74.79,69.99 - 72.70,68.72 - 113.00,1.49,Buy,95.79 (+36.75%),"Oct 23, 2024",Semiconductor Equipment & Materials,Technology,1980,NASDAQ,"17,200",https://www.lamresearch.com
PH,Parker-Hannifin Corporation,698.91,89.96B,19.99B,2.89B,128.72M,22.19,31.50,25.27,$6.52 (0.93%),"Nov 8, 2024","443,984",696.11,697.63,695.79 - 703.90,426.39 - 711.60,1.43,Strong Buy,676.94 (-3.14%),"Oct 31, 2024",Specialty Industrial Machinery,Industrials,1917,NYSE,"62,730",https://www.phstock.com
CI,The Cigna Group,321.52,89.43B,229.75B,3.04B,278.15M,10.57,30.42,10.48,$5.60 (1.74%),"Dec 4, 2024","1,409,059",323.06,323.88,316.77 - 324.77,253.95 - 370.83,0.51,Strong Buy,393.76 (+22.47%),"Oct 31, 2024",Healthcare Plans,Healthcare,1792,NYSE,"72,500",https://www.cigna.com
ICE,"Intercontinental Exchange, Inc.",155.55,89.31B,9.16B,2.43B,574.18M,4.22,36.86,23.84,$1.80 (1.16%),"Dec 16, 2024","2,795,433",155.79,156.47,155.13 - 156.96,110.64 - 167.99,1.09,Strong Buy,174.13 (+11.95%),"Oct 31, 2024",Financial Data & Stock Exchanges,Financials,"Nov 16, 2005",NYSE,"13,222",https://www.ice.com
WM,"Waste Management, Inc.",217.90,87.46B,21.39B,2.64B,401.37M,6.55,33.28,27.87,$3.00 (1.38%),"Sep 13, 2024","1,395,175",219.51,221.72,217.25 - 221.53,168.73 - 226.84,0.75,Buy,226.37 (+3.89%),"Oct 28, 2024",Waste Management,Industrials,"Jun 2, 1988",NYSE,"48,000",https://www.wm.com
HCA,"HCA Healthcare, Inc.",342.96,86.87B,69.62B,5.93B,253.30M,22.31,15.37,14.39,$2.64 (0.77%),"Dec 13, 2024","1,863,406",345.41,345.51,335.16 - 345.41,243.50 - 417.14,1.69,Buy,374.06 (+9.07%),"Oct 25, 2024",Medical Care Facilities,Healthcare,1968,NYSE,"310,000",https://www.hcahealthcare.com
CTAS,Cintas Corporation,215.20,86.79B,9.76B,1.63B,403.30M,3.96,54.39,49.75,$1.56 (0.72%),"Nov 15, 2024","1,792,878",216.10,216.66,213.89 - 216.64,136.50 - 227.36,1.31,Hold,197.78 (-8.09%),"Dec 19, 2024",Specialty Business Services,Industrials,1968,NASDAQ,"46,500",https://www.cintas.com
DUK,Duke Energy Corporation,112.17,86.65B,29.75B,4.20B,772.48M,5.44,20.02,17.87,$4.18 (3.73%),"Nov 15, 2024","3,009,583",109.47,109.64,109.40 - 112.25,88.27 - 121.25,0.46,Buy,121.91 (+8.68%),"Nov 7, 2024",Utilities - Regulated Electric,Utilities,1904,NYSE,"27,037",https://www.duke-energy.com
EQIX,"Equinix, Inc.",897.37,86.59B,8.40B,1.06B,96.49M,11.09,80.89,71.73,$17.04 (1.90%),"Nov 13, 2024","368,693",889.48,898.12,885.98 - 902.95,684.14 - 943.02,0.70,Buy,928.41 (+3.46%),"Oct 30, 2024",REIT - Specialty,Real Estate,"Aug 11, 2000",NASDAQ,"13,151",https://www.equinix.com
MDLZ,"Mondelez International, Inc.",64.49,86.24B,36.15B,3.82B,1.34B,2.82,22.88,19.82,$1.88 (2.92%),"Sep 30, 2024","7,190,943",65.32,65.56,63.92 - 65.34,63.92 - 77.20,0.56,Strong Buy,80.76 (+25.23%),"Oct 29, 2024",Confectioners,Consumer Staples,2000,NASDAQ,"91,000",https://www.mondelezinternational.com
PYPL,"PayPal Holdings, Inc.",85.83,86.05B,31.46B,4.43B,1.00B,4.20,20.44,18.27,n/a,n/a,"8,031,979",85.35,85.79,85.10 - 86.20,55.28 - 87.92,1.44,Buy,83.89 (-2.26%),"Oct 29, 2024",Credit Services,Financials,"Feb 15, 2002",NASDAQ,"27,200",https://www.paypal.com
MCO,Moody's Corporation,473.31,85.78B,6.90B,2.00B,181.23M,10.94,43.28,37.14,$3.40 (0.72%),"Nov 22, 2024","514,635",478.99,482.09,472.37 - 479.71,353.29 - 495.10,1.29,Buy,494.29 (+4.43%),"Oct 22, 2024",Financial Data & Stock Exchanges,Financials,"Oct 3, 2000",NYSE,"15,151",https://www.moodys.com
APH,Amphenol Corporation,70.52,85.02B,14.23B,2.19B,1.21B,1.75,40.41,34.25,$0.66 (0.94%),"Dec 17, 2024","5,992,302",71.65,72.55,70.24 - 72.16,44.52 - 74.70,1.24,Buy,71.46 (+1.33%),"Oct 23, 2024",Electronic Components,Technology,"Nov 8, 1991",NYSE,"95,000",https://www.amphenol.com
WELL,Welltower Inc.,136.02,84.70B,7.56B,915.62M,622.69M,1.56,87.30,78.72,$2.68 (1.97%),"Nov 13, 2024","1,994,299",133.91,134.42,133.91 - 136.25,85.40 - 140.19,1.19,Buy,119.39 (-12.23%),"Oct 28, 2024",REIT - Healthcare Facilities,Real Estate,1970,NYSE,533,https://www.welltower.com
ABNB,"Airbnb, Inc.",132.50,82.78B,10.84B,1.84B,624.77M,2.84,46.73,30.83,n/a,n/a,"4,744,693",134.20,134.56,131.32 - 134.53,110.38 - 170.10,1.16,Hold,137.04 (+3.43%),"Nov 7, 2024",Travel Services,Consumer Discretionary,"Dec 10, 2020",NASDAQ,"6,907",https://www.airbnb.com
CRWD,"CrowdStrike Holdings, Inc.",336.75,82.55B,3.52B,170.20M,245.13M,0.69,485.00,91.99,n/a,n/a,"3,446,830",340.40,344.36,332.75 - 343.00,200.81 - 398.33,1.10,Buy,324.78 (-3.55%),"Nov 26, 2024",Software - Infrastructure,Technology,"Jun 12, 2019",NASDAQ,"7,925",https://www.crowdstrike.com
PNC,"The PNC Financial Services Group, Inc.",207.68,82.40B,20.48B,4.73B,396.78M,11.82,17.57,14.44,$6.40 (3.08%),"Oct 16, 2024","2,511,494",208.12,207.96,206.40 - 210.01,127.08 - 214.19,1.12,Buy,186.96 (-9.98%),"Oct 15, 2024",Banks - Regional,Financials,1852,NYSE,"56,411",https://www.pnc.com
KLAC,KLA Corporation,614.46,82.19B,10.26B,2.97B,133.76M,21.87,28.10,19.82,$5.80 (0.94%),"Aug 15, 2024","1,711,958",620.53,645.00,612.35 - 629.13,527.11 - 896.32,1.29,Buy,802.90 (+30.67%),"Oct 30, 2024",Semiconductor Equipment & Materials,Technology,1975,NASDAQ,"15,230",https://www.kla.com
AON,Aon plc,379.29,82.03B,14.93B,2.44B,216.27M,11.69,32.46,22.61,$2.70 (0.71%),"Nov 1, 2024","1,790,388",376.58,376.33,376.58 - 381.74,268.06 - 389.21,0.91,Hold,351.88 (-7.23%),"Oct 25, 2024",Insurance Brokers,Financials,1919,NYSE,"50,000",https://www.aon.com
MSI,"Motorola Solutions, Inc.",489.00,81.72B,10.66B,1.56B,167.12M,9.14,53.50,34.37,$3.92 (0.80%),"Sep 13, 2024","726,203",489.50,493.70,487.16 - 494.51,307.09 - 507.82,0.98,Strong Buy,481.75 (-1.48%),"Nov 7, 2024",Communication Equipment,Technology,1928,NYSE,"21,000",https://www.motorolasolutions.com
REGN,"Regeneron Pharmaceuticals, Inc.",756.81,81.42B,13.85B,4.65B,107.59M,40.43,18.72,15.97,n/a,n/a,"1,374,400",782.78,782.51,753.69 - 783.10,"753.69 - 1,211.20",0.14,Buy,"1,110.63 (+46.75%)","Oct 31, 2024",Biotechnology,Healthcare,"Apr 2, 1991",NASDAQ,"13,450",https://www.regeneron.com
CME,CME Group Inc.,225.28,81.18B,6.03B,3.42B,360.36M,9.51,23.69,22.04,$4.60 (2.04%),"Sep 9, 2024","2,122,121",223.71,223.42,222.56 - 226.67,190.70 - 230.36,0.56,Hold,225.13 (-0.07%),"Oct 23, 2024",Financial Data & Stock Exchanges,Financials,"Dec 6, 2002",NASDAQ,"3,565",https://www.cmegroup.com
SNPS,"Synopsys, Inc.",520.75,79.99B,6.48B,1.50B,153.61M,9.62,53.69,36.91,n/a,n/a,"1,025,537",542.14,548.31,519.66 - 542.14,457.52 - 629.38,1.08,Strong Buy,658.00 (+26.36%),"Dec 4, 2024",Software - Infrastructure,Technology,"Feb 26, 1992",NASDAQ,"20,300",https://www.synopsys.com
CMG,"Chipotle Mexican Grill, Inc.",58.63,79.95B,10.98B,1.48B,1.36B,1.08,54.46,46.96,n/a,n/a,"5,389,445",59.27,59.91,58.53 - 59.34,43.20 - 69.26,1.27,Buy,64.62 (+10.22%),"Oct 29, 2024",Restaurants,Consumer Discretionary,"Jan 26, 2006",NYSE,"116,068",https://www.chipotle.com
ITW,Illinois Tool Works Inc.,270.62,79.91B,15.95B,3.46B,295.30M,11.55,23.44,25.85,$6.00 (2.22%),"Dec 31, 2024","911,523",269.41,269.87,269.35 - 272.51,232.77 - 277.58,1.11,Hold,259.09 (-4.26%),"Oct 30, 2024",Specialty Industrial Machinery,Industrials,1912,NYSE,"45,000",https://www.itw.com
CDNS,"Cadence Design Systems, Inc.",289.71,79.46B,4.35B,1.04B,274.26M,3.80,76.25,42.88,n/a,n/a,"1,583,159",298.45,303.04,287.49 - 298.58,241.29 - 328.99,1.02,Buy,324.00 (+11.84%),"Oct 28, 2024",Software - Application,Technology,"Jun 10, 1987",NASDAQ,"11,200",https://www.cadence.com
GD,General Dynamics Corporation,287.99,79.06B,46.05B,3.64B,274.53M,13.12,21.96,18.08,$5.68 (1.97%),"Oct 11, 2024","1,997,286",290.83,292.42,285.68 - 295.00,243.87 - 316.90,0.61,Buy,325.19 (+12.92%),"Oct 23, 2024",Aerospace & Defense,Industrials,2019,NYSE,"111,600",https://www.gd.com
ZTS,Zoetis Inc.,175.14,79.02B,9.15B,2.43B,451.17M,5.32,32.94,28.45,$1.73 (0.99%),"Oct 31, 2024","3,042,963",173.00,174.63,170.75 - 177.06,144.80 - 201.92,0.90,Strong Buy,219.50 (+25.33%),"Nov 4, 2024",Drug Manufacturers - Specialty & Generic,Healthcare,"Feb 1, 2013",NYSE,"14,100",https://www.zoetis.com
USB,U.S. Bancorp,49.90,77.85B,24.90B,5.09B,1.56B,3.25,15.33,11.91,$2.00 (4.01%),"Sep 30, 2024","13,570,830",50.27,50.31,49.74 - 50.65,36.49 - 51.76,1.04,Buy,51.23 (+2.67%),"Oct 16, 2024",Banks - Regional,Financials,1863,NYSE,"75,465",https://www.usbank.com
MAR,"Marriott International, Inc.",278.78,77.47B,6.57B,2.77B,277.89M,9.57,29.12,27.24,$2.41 (0.86%),"Nov 21, 2024","1,587,475",281.99,282.02,277.67 - 282.33,200.94 - 289.04,1.58,Buy,258.55 (-7.26%),"Nov 4, 2024",Lodging,Consumer Discretionary,"Jul 16, 1993",NASDAQ,"411,000",https://www.marriott.com
MCK,McKesson Corporation,606.29,76.96B,330.19B,2.54B,126.94M,19.33,31.37,17.64,$2.84 (0.47%),"Dec 2, 2024","697,827",610.00,610.16,604.29 - 614.12,431.35 - 637.51,0.44,Strong Buy,623.62 (+2.86%),"Nov 6, 2024",Medical Distribution,Healthcare,1833,NYSE,"51,000",https://www.mckesson.com
CL,Colgate-Palmolive Company,93.56,76.44B,20.11B,2.87B,817.01M,3.48,26.88,24.84,$2.00 (2.14%),"Oct 18, 2024","5,879,159",91.36,91.45,91.26 - 94.13,75.17 - 109.30,0.41,Buy,105.11 (+12.35%),"Oct 25, 2024",Household & Personal Products,Consumer Staples,1806,NYSE,"34,000",https://www.colgatepalmolive.com
EOG,"EOG Resources, Inc.",134.56,75.68B,23.86B,7.14B,562.45M,12.40,10.86,12.58,$3.64 (2.71%),"Oct 17, 2024","2,276,114",135.01,135.19,134.05 - 136.85,108.94 - 139.67,1.29,Buy,143.30 (+6.5%),"Nov 7, 2024",Oil & Gas Exploration & Production,Energy,1985,NYSE,"3,050",https://www.eogresources.com
EMR,Emerson Electric Co.,126.78,72.29B,17.49B,1.97B,570.20M,3.43,44.96,21.30,$2.10 (1.66%),"Nov 15, 2024","2,671,800",128.46,128.47,126.54 - 129.12,87.55 - 131.56,1.29,Buy,130.44 (+2.89%),"Nov 5, 2024",Specialty Industrial Machinery,Industrials,1890,NYSE,"67,000",https://www.emerson.com
FTNT,"Fortinet, Inc.",94.20,72.20B,5.71B,1.53B,766.45M,1.99,47.31,39.89,n/a,n/a,"5,909,875",94.80,94.46,92.74 - 96.38,50.32 - 100.59,1.00,Buy,79.24 (-15.88%),"Nov 7, 2024",Software - Infrastructure,Technology,"Nov 18, 2009",NASDAQ,"13,568",https://www.fortinet.com
NOC,Northrop Grumman Corporation,493.99,71.97B,40.99B,2.38B,145.70M,15.99,30.89,18.51,$8.24 (1.67%),"Sep 3, 2024","1,428,501",497.56,500.34,490.87 - 504.24,418.60 - 555.57,0.35,Buy,556.75 (+12.71%),"Oct 24, 2024",Aerospace & Defense,Industrials,1939,NYSE,"101,000",https://www.northropgrumman.com
FDX,FedEx Corporation,294.46,71.94B,87.59B,4.04B,244.32M,16.20,18.18,13.97,$5.52 (1.88%),"Sep 9, 2024","1,218,507",290.95,292.29,290.95 - 295.87,234.45 - 313.84,1.18,Buy,313.70 (+6.53%),"Dec 19, 2024",Integrated Freight & Logistics,Industrials,1971,NYSE,"529,000",https://www.fedex.com
MMM,3M Company,129.79,70.68B,32.64B,4.39B,544.56M,7.92,13.52,17.03,$2.80 (2.16%),"Nov 15, 2024","1,439,482",130.11,131.62,129.71 - 131.25,75.65 - 141.34,1.00,Buy,144.87 (+11.62%),"Oct 22, 2024",Conglomerates,Industrials,1902,NYSE,"85,000",https://www.3m.com
COF,Capital One Financial Corporation,185.14,70.63B,26.50B,4.06B,381.51M,10.59,17.48,12.39,$2.40 (1.30%),"Nov 14, 2024","4,121,185",183.34,183.00,183.08 - 185.97,105.03 - 198.30,1.43,Buy,156.83 (-15.29%),"Oct 24, 2024",Credit Services,Financials,"Nov 15, 1994",NYSE,"51,987",https://www.capitalone.com
TDG,TransDigm Group Incorporated,"1,254.16",70.52B,7.94B,1.48B,56.23M,25.62,48.95,33.40,$75.00 (5.98%),"Oct 4, 2024","481,085","1,265.43","1,271.71","1,240.20 - 1,279.47","949.99 - 1,451.32",1.42,Buy,"1,454.67 (+15.99%)","Nov 7, 2024",Aerospace & Defense,Industrials,"Mar 15, 2006",NYSE,"15,500",https://www.transdigm.com
APD,"Air Products and Chemicals, Inc.",317.10,70.50B,12.10B,3.83B,222.31M,17.18,18.39,24.68,$7.08 (2.23%),"Oct 1, 2024","1,113,047",315.47,315.88,314.06 - 317.42,212.24 - 332.43,0.83,Buy,327.07 (+3.14%),"Nov 7, 2024",Specialty Chemicals,Materials,"Jan 1, 1987",NYSE,"23,000",https://www.airproducts.com
CEG,Constellation Energy Corporation,224.28,70.15B,23.98B,2.86B,312.77M,9.02,24.88,25.57,$1.41 (0.63%),"Nov 15, 2024","2,715,602",224.85,225.03,221.66 - 227.75,109.44 - 288.75,0.78,Buy,285.75 (+27.41%),"Nov 4, 2024",Utilities - Renewable,Utilities,1999,NASDAQ,"13,871",https://www.constellationenergy.com
TGT,Target Corporation,152.13,70.08B,107.30B,4.49B,460.67M,9.68,15.72,15.27,$4.48 (2.95%),"Nov 20, 2024","3,887,622",153.83,153.47,151.92 - 154.20,128.37 - 181.86,1.24,Buy,177.61 (+16.75%),"Nov 20, 2024",Discount Stores,Consumer Staples,1902,NYSE,"415,000",https://corporate.target.com
ORLY,"O'Reilly Automotive, Inc.","1,213.37",70.05B,16.44B,2.39B,57.73M,40.39,30.04,27.54,n/a,n/a,"433,102","1,226.70","1,224.40","1,210.60 - 1,228.79","914.50 - 1,255.30",0.92,Strong Buy,"1,249.31 (+2.96%)","Oct 23, 2024",Specialty Retail,Consumer Discretionary,"Apr 22, 1993",NASDAQ,"90,302",https://www.oreillyauto.com
ECL,Ecolab Inc.,245.24,69.44B,15.67B,2.04B,283.16M,7.13,34.40,33.81,$2.28 (0.93%),"Sep 17, 2024","733,219",246.40,247.61,244.43 - 246.64,182.39 - 262.61,1.14,Buy,272.24 (+11.01%),"Oct 29, 2024",Specialty Chemicals,Materials,1923,NYSE,"48,000",https://www.ecolab.com
